id,pmkSong,fnkArtist_id,fldTerms,fldTitle,fldYear
3186,SOOWXMG12A8C13D0A7,ARTC5DW1187B98FCF2,breakbeat,Contact 00,2003
3187,SOENUXD12A8C139297,ARQSZLT124207825BA,greek,Oso Ego Kanenas,0
3188,SOQMIMZ12AB018B499,ARHFIXK1187B99D6A9,deathrock,Monsters In Tinsel Town,0
3189,SOAYZDX12A8C13B9C1,ARNUFGE1187B9B7881,doo-wop,Did You Ever Go Steady,1963
3190,SOPAWDU12A58A7CD4D,ARPU5CQ1187FB4469F,country rock,Amen (Album Version),0
3191,SODBFVM12AB0184A53,ARHRKTK1187B99E1D5,chicago soul,I'm Wanderin',1958
3192,SOCJHME12A6D4F9867,AREJXK41187B9A4ACC,chanson,La MA(c)moire Des Jours,2003
3193,SOKAGKK12A58A7FE14,ARIXB7T1187B9AB215,experimental pop,8:00,0
3194,SOFKJOV12A81C21C38,ARKO0JR1187FB4945A,downtempo,Jap,0
3195,SOASBOZ12AB018DC23,AR00A6H1187FB5402A,hardcore punk,Slum Goddess (Originally Performed by The Fugs),0
3196,SOJTBGX12A6D4FBA6F,ARH0NCL1187B99B41A,tango,Swing Vagabond,2006
3197,SOFNXUH12A8C13F06B,ARVLIVA1187B991590,brazilian pop music,NAPSo Adianta,2006
3198,SOTVHNP12A8C1376BF,ARE2XN81187B98BB83,chanson,Le Diable,0
3199,SONJMCI12AB018B16A,ARYO9BU1187B9ADA88,experimental rock,Remember Me Lover (Album Version),2009
3200,SOJBGIS12AB017E349,ARPOV8N1187FB4D78F,jump blues,Little Miss Teasin' Brown,0
3201,SOZNZMJ12A8AE492E6,AR3QRJ91187B98E4C2,chanson,Transes-Dimanche,1968
3202,SOGALHA12A6D4FD8C3,ARG8DXO1187B9AF743,ska punk,Antidote For The Underdog,2008
3203,SODDXCD12A8C1339AB,AR3Q86S1187B9ADDCF,chill-out,Hunting,1992
3204,SOATRKY12AB017FBC7,AR7KQQ91187B98ED7A,industrial metal,No Answer (Outro),2002
3205,SORPBRR12A8C13979C,ARXR2N11187B99857E,uk garage,Not Today,2003
3206,SOWFTVP12AB0189B74,AREY1HI1187B98B395,pop rock,Last Goodbye,0
3207,SONISVG12A8C13EB34,AR16GSC1187B9A6291,country rock,Last Good Time In Town,2007
3208,SORIXFW12A58A77E7A,ARFSPOV1187B9B2363,progressive house,Jump N Shout Featuring Slarta John (Radio Edit),1999
3209,SOIJROX12AB0186787,ARE1N571187B98A47D,rap,Why??? featuring TECH N9NE & Twista,0
3210,SOPYBNE12A8C1435C1,ARWVVVP1187FB52F31,bluegrass,That's A Woman,2003
3211,SOQAJMX12A8C131F1D,ARJNRA61187FB57724,rock,I Want What I Want,1978
3212,SOCOPFT12AB017FC06,ARWAPYC1187FB3FCAF,doom metal,Back From The Garden (Live),2001
3213,SOYACST12AB0182EDE,ARMAEYS1187B990F2F,ska punk,Try,0
3214,SOQLLHX12AF72A3586,ARQXC7V1187FB4DA9E,jam band,The Space Between,2001
3215,SOFQHNI12AB018345A,AR035N21187FB3938E,electronica,Ver de Feliz,2006
3216,SOHAJBB12A8C145F43,AR8ZQ9T1187FB56FE5,ska punk,Get By (Disconnection Notice Bonus Track),0
3217,SOIXWTG12AB01875CC,ARQCFI11187FB5AE43,honky tonk,Still Hurtin',0
3218,SOKDGEX12A6D4F6537,AR7SF1N1187B9A91D1,country rock,She's Taken A Shine,0
3219,SOTUHSG12A8AE474EA,AR039B11187B9B30D0,soundtrack,Bach Suite No. 1 In G Major (Gigue),0
3220,SORWSBE12A58A7CA8D,AR3EVEE1187B9994B7,roots reggae,The Rock,2003
3221,SOYXBLH12A8AE45E74,AR0O3AV1187FB4D030,hardcore punk,Undertow,1992
3222,SOBKGSR12AB0184A57,ARHL8SP1187B98F8A3,hardcore punk,Death Or Jail,2010
3223,SOMUWHH12AB0188A46,ARDMKKB1187B9A0EDA,latin jazz,Color of Seasons,0
3224,SOTFQLY12A8C13AD51,AR9AWNF1187B9AB0B4,instrumental pop,Don't Make Me Wait For Love,1986
3225,SOGYLEI12AC4689F43,ARK0VFZ1187FB4309B,symphony,Cornerstone,0
3226,SOZXZIL12AB0189931,AR8VZW31187B9B7217,irish folk,Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley),0
3227,SOCVPCD12AB018E260,ARN5MQ11187B98A12D,progressive house,Skyline,0
3228,SODPOTV12AB0187285,AR2WUJP1187B99364C,progressive house,Missing,0
3229,SOFHNRX12AC3DF678C,ARNNPJM1187FB3DB37,bebop,Judy's Jaunt,0
3230,SOXLPKH12A8C13E7FC,ARCEAJY1187FB4DF61,post-grunge,The Name Is...,1995
3231,SOTCFPV12A8C13CE08,ARDINVM1187B98A6C1,chanson,C'est La Vie,1989
3232,SOHOXPI12A81C21566,ARLTX751187B9A1828,disco,I've Been Lonely (For So Long),2000
3233,SOUHJKU12AB017DF67,ARH6W4X1187B99274F,british pop,Stop Whispering (US Version),1993
3234,SOGOPDF12A8C1356A9,ARP7ILI1187B9AE9F7,power pop,Leader (Album Version),2008
3235,SOJONVF12AB01866C3,AROIHOI122988FEB8E,irish,The Best Of Radio Roy 1 (Best of 2009),0
3236,SOAQVPX12AB017F938,AR6HEHH1187B9985F9,orchestra,I Heard You Cry,0
3237,SOIWOPZ12A8C135EBA,AR12F2S1187FB56EEF,blues-rock,On The Road Again,0
3238,SOXFPBO12A8C13BBBF,ARSCJQW1187B9B3523,hardcore punk,Another Lesson (Album Version),0
3239,SOJFJVJ12A8C139F83,AR01VU31187B997DA0,hard rock,Please Me (24-Bit Digitally Remastered 02),0
3240,SOZKXKY12AB018039F,ARP8TSJ1187FB54852,progressive house,Wave,0
3241,SOUOQFE12A8C13C240,ARDG6IY1187B9AAE87,funk metal,Your Bad Heart,0
3242,SOQIBCH12A8C142CE5,AR4SOKG1187B98D2B0,pop rock,Und die Zeit vergeht,0
3243,SOBYVWD12AB0185ACD,ARWUK9L11C8A42C37B,dirty south rap,Serus,2007
3244,SOFVXXK12A8C135404,ARVVLMQ11F4C8456E4,british pop,Everything I Do,0
3245,SOAWAPM12A6D4FB56A,AROGN2E1187B98D292,hip hop,June 26th_ 1999 - Slight,1999
3246,SOGMOAM12AB0189876,ARBX0VO1187B98A412,heavy metal,Take Your Fingers From My Hair  (LP Version),1983
3247,SOEFIPZ12AB01836DE,ARBY23A1187B9A82E4,italian disco,Dang Pyar DaA ,0
3248,SOSLDZO12AB0186A26,ARIT9Y51187FB364AE,irish folk,Green Grows the Laurel,0
3249,SOLSWGZ12AB0183E38,ARQRDOM1264D13A4E5,beat,The Doug McComb Over,2010
3250,SOXHJSF12A8151C96E,AR7DFJP1187B992F13,folktronica,Micael,2006
3251,SOFKRIR12AB017CFE4,ARVQ4QM1187B98AD95,western swing,Walkin' In The Snow,0
3252,SOFNMLB12AB0183FF8,ARKFYS91187B98E58F,southern gospel,Praise His Name (Low Key-Studio Track w/o Background Vocals),0
3253,SOZFJWK12AB01852DC,ARGSJW91187B9B1D6B,alternative rock,Didn't You Notice,0
3254,SOXPMCW12AB017D2D6,ARJ45SE1187FB44AD1,death metal,Soldiers Of DoomsdayA ,2009
3255,SOJRKRL12AB018C221,ARO1D981187B9A0D24,blues-rock,Dark Inside,0
3256,SOOMSZH12AB0189A6F,ARJDMBO1187B9AD118,roots reggae,Folly Ranking,2007
3257,SODPMFZ12A8C135E5A,AR5LZJD1187FB4C5E5,ccm,Good Day,2007
3258,SOOJGLP12A58A78410,ARUBX2Y1187B99CD25,lovers rock,Midnight Hour,0
3259,SOGOISU12AAF3B27B1,ARYFXQ21187FB4DAEF,latin jazz,Co Co My My,2002
3260,SOOBOKE12A8C136227,AR050VJ1187B9B13A7,rock,The Man with the Dogs,1979
3261,SOUOWOU12AC3DF4CB6,ARLJWTL1187B98C0DE,art rock,She cracked,1976
3262,SODIWEO12AB018479E,ARIF3EV1187B9B8522,smooth jazz,Apogee (ft. TechTonic),0
3263,SOFZBXX12AB0181731,ART6QCS1187FB40CBD,cumbia,Que Vas A Hacer Conmigo,2004
3264,SOIXEBH12A6D4FD17E,ARMOHN71187FB3959F,post-hardcore,The Remembrance Ballad (Album Version),2004
3265,SOCLDAW12A8C144BEC,ARQCHDN1187FB4C7C2,samba,Santeleco,2005
3266,SOFLBQJ12A8C1334BF,AR4R84C1187FB3EC16,hard bop,Get Me To The Church On Time,1996
3267,SOAFHVT12A8C141A9F,AR84AQE1187B98AD9C,delta blues,Washboard Swing,0
3268,SORZHJO12A8C1338F3,ARC18161187FB4CF4B,hip hop,Anyday,2000
3269,SOVKZIU12AB0180A2D,ARDY3451187B9A0226,country rock,Am I That Easy To Forget,1995
3270,SONJBUC12A6D4F92A2,ARJ4B7V1187FB4CB90,electro,Intro,1998
3271,SOQGLWB12AF72A632B,ARIMZQZ1187B9AD541,post-hardcore,The Earth Will Shake,2005
3272,SOJXNPU12A8C13170B,ARHJMEF1187FB415AE,new wave,Magnificent Obsession,1983
3273,SORGLXE12A8C1355FF,AR3752L1187FB4B67E,power pop,Some Love Like Yours,0
3274,SOOQCSS12AB0182A99,AR1N3PB1187B9B25C1,tango,Un vestido y un amor (en vivo),0
3275,SOBYWCK12A58A7C5C0,AR7XK9K1187B9B1864,stoner metal,The Book of Disquiet,2007
3276,SOQDQTD12A8C145BE5,ARYKFVV1187FB3CA6B,easy listening,Moon River,0
3277,SOAEAQO12AB0184ACE,AREY3RN1187B993C5F,black metal,Gravedom,2000
3278,SOOPVJI12AB0183957,ARVN9FZ1187FB393F1,indie rock,Just Say Yes,2009
3279,SOBHMQL12A67ADE30A,AR9AM2N1187B9AD2F1,indie rock,Commercial Reign,1990
3280,SOKUJAQ12A8AE46C1B,ARSPQ0H1187B999944,blues-rock,Ghetto Child,1997
3281,SOQMRDA12AB018A86C,AR16NGV1187FB5B8BC,post-hardcore,Peyte Pivo Pennoe (present for A. Trofimov),0
3282,SOMBYVD12AB01884BE,AR1206S1187B9AF3EA,chanson,Dede De Montmartre,0
3283,SOWRMRV12A8C13E406,ARJ6GR01187B98D64D,country,Amie,1997
3284,SODSJMD12A58A79533,AROLNOH1187FB39845,hip hop,Freak Out,0
3285,SOFKBNW12A8C13E536,ARX5XTP1187FB3D8CC,lovers rock,Cover For Me,0
3286,SOJEUHQ12A6D4FC92D,ARZCTTD1241B9CD9DD,country,Tonight It's Just Me,0
3287,SOMWYRR12A8C143501,ARNFTGS1187B9A465F,hardcore punk,Paid Vacation,1980
3288,SOQLNEY12B0B8062FA,ARM0P6Z1187FB4D466,garage rock,Dancing Shoes,2004
3289,SOTRCOC12A6D4F868C,ARGUVEV1187B98BA17,charanga,No Me Llores MA!s,1994
3290,SOGPNMB12A8C141375,ARSZIBW1187B994053,instrumental pop,Photographs,1999
3291,SOLQIRG12A8AE47400,ARHB1961187B9B1732,lovers rock,Don't Let Go,0
3292,SOPHADT12A8C14245D,ARBXVFV1187B99AA63,hard rock,Bad Boy Willie,0
3293,SOEPOUR12A58A7839C,ARPFKK81187B99878D,western swing,Just A Pair Of Blue Eyes,0
3294,SOOCPZM12A8C1379F0,ARJSPWK12454A4CB28,los angeles,Morgane regarde le ciel,0
3295,SODLJKB12AB01871D6,ARPKLK81187FB42AC9,heavy metal,The Healer,2006
3296,SOBHLPN12AB01822EB,ARYYCVC1187B9A8510,chicago blues,Gin House Blues,2007
3297,SOKHSHK12AB017BBDC,ARO5T1P1187B9AC680,glam rock,Intro,0
3298,SOGQNAM12A6D4F895E,AR0DQEE1187B9A22DC,chinese music,Duo Liu Yi Hui,0
3299,SOGKLVR12A6BD550C7,ARV21JS1187B99E516,rock steady,Borgia Liquor,0
3300,SOEYQZU12AB018DDB3,ARWNTXK11EBCD7BBFB,french pop,En silence,0
3301,SOXPCVS12A8AE4892F,ARRKDGI122988FCC3C,flamenco,Yo Te Camelo,0
3302,SOOMUYV12A8C1409D7,ARMB95F1187B9B5B93,hip hop,Do Ya Thing (Remix) (Explicit Album Version),2006
3303,SOFVEWB12AC4689917,ARAPH9U1187B9B34F0,country gospel,I Am Going (Album Version),0
3304,SOXDYYS12AB0180A12,ARVFGPJ1187B9A2477,chinese music,Ai De Ka Luo Li,0
3305,SOLSCUE12AB017D8AC,AR99OWM11C8A4149FD,acid jazz,CanciA3n del Arco Iris,0
3306,SOZJZQG12AB01828BD,ARZEHMQ1187B9950C0,zouk,Belina,0
3307,SOLZTDM12AB01865A7,ARL0H401187B98B0E1,hip hop,Y'all Can't Never Hurt Us (Clean Version),2001
3308,SOSWLCT12A58A79466,ARXW6QA1187B9983C0,post rock,Bishop Hopping,2002
3309,SOTLJUL12AF72A198D,ARYF20K1187B9B76BD,california,Kids Now,2006
3310,SOLHRRP12A6D4F4A3B,ARCU3AN1187B989EA0,exotica,Lust (1995 Digital Remaster),0
3311,SOEDYLR12A8C1385E3,AR1PQYO1187B98BEC9,banda,Galopar,0
3312,SOEEWVH12A58A78C98,AR78ZID1187B9B31ED,roots reggae,The Jumping Master,1981
3313,SOWCGPY12AB018F709,ARSX6IX1187B9B640C,power pop,Morpha Too [Alternate Mix],0
3314,SONWUQM12AB01821AB,ARRBF3M1187FB4D59F,rock,Night of the Hunter (Static Revenger Remix),2009
3315,SOWPUQN12A6D4F8821,ARQ91R31187FB38A88,bluegrass,Falling Leaves,1995
3316,SOKNKAU12A58A7A70B,ARN1J741187B99EFB9,progressive house,Tastes So Good To Me,2009
3317,SORNNLK12A8C1351A6,ARFPVJN11F50C482EC,screamo,Nuits Orientales,0
3318,SOUYILL12A8C139933,ARCII0J1187FB3A1B4,vaudeville,Everyone says i love you,0
3319,SOOMISZ12A58A7CAF1,ARMJMBJ1187B98C46F,hip hop,Poezie De Strada / Street Poetry,0
3320,SOPTOKV12AAF3B5233,ARPKATM1187B9B76E6,hardcore punk,Boxed In (Subzero),2009
3321,SOKQFBG12AB0181409,ARYOPH81187B98AEED,hardcore punk,Dark Horse,2009
3322,SOSIXKT12A8C13FC8C,ARLIIVS1187FB5583B,chamber music,The Kiss: Golden Coins,0
3323,SOWMWMK12A6BD4F3AC,AR0XJ291187FB45855,easy listening,Blood On The Snow,0
3324,SOPLCEU12AB018795B,ARSS1OZ1187FB54440,lullaby,Gud Har Ein Plan Med Ditt Liv,0
3325,SORYEAW12AB0184D51,ARBNYIE12802FDE477,blues,I'm Your Boogie Man,0
3326,SOEZQXE12AF72ACC54,AR5DXUU1187B9B0E42,dance pop,Junge RAPmer,1991
3327,SOVCFPI12AAF3B2045,ARS54I31187FB46721,country,Should've Said No,2006
3328,SOSKQWN12A58A7D155,ARZTSYB1187FB54987,heavy metal,Rainbow Eyes,1978
3329,SOFAECD12AC9097B7B,ARWVMJA1187B98AA6E,vaudeville,Boy! What Love Has to Me!,0
3330,SOUJALE12A8C130DF5,ARA1UU51187FB5A70B,horror punk,Helena 2 (Album Version),0
3331,SOPWDVC12AB0185A86,ARGAWJY11F50C50904,meditation,Om,0
3332,SORXBMW12A6310E268,AR5KHL41187B9ADE2A,latin,Maria Morena,0
3333,SOLGWJT12A8C14181B,ARK8EHO1187B9B71D1,tech house,Phorever People,1992
3334,SOMYIFM12AAF3B5E69,ARI6CSW1187B9AF09A,pop rap,Hart(z) IV,0
3335,SOKUYDL12A8C13623E,ARS86AJ1187B9B4225,blues-rock,Down On Me,1972
3336,SOIAOMF12A8C134A44,AR051KA1187B98B2FF,hip hop,Still feel pain,0
3337,SOHHJYE12CF530E53A,ARDCFNZ1187FB3DDB0,dance pop,Do You Know? (The Ping Pong Song),2007
3338,SOMYNRK12AB018A4CD,ARXOKNT1187B9AA521,hip hop,No. 284,0
3339,SONQTZF12AB0181781,ARUE3AK1187B9AC923,brill building pop,Superbird,0
3340,SOMUBQM12A8C13ABC0,ARKZXSQ1187B9AC9F3,alternative,A Means To An End [Live at Birmingham University] [2007 Re-mastered],0
3341,SONUVBF12AB017CFDC,ARNZNFW122BCFCAB3B,techno,Silence tells you all,0
3342,SOAYOFO12AF72A4B88,AR7C6G11187B9B4C1E,dance pop,Play,2001
3343,SOSJENW12AB0185F30,AR9SYAF1187FB43BD5,irish folk,The Shaskeen / Gan Ainm,1999
3344,SOIJTGT12AB017D995,AR8XG9J1187FB418C1,chicago soul,Let It Be Me(with Betty Everrett),0
3345,SOCGBAY12AB017C78E,ARA8DDQ1187B9AE3A0,cantonese pop,Been Sick Lung,0
3346,SONSSFN12A58A7C412,ARSYKGV1187B9A49CD,ccm,Shooby (Live Version),0
3347,SOZIVOA12A6D4FA4BD,ARJWK3M1187B98D679,celtic,By My Spirit  (),0
3348,SOBFTEV12A8C13B4A4,AR16GSC1187B9A6291,country rock,I Don't Want To Hear Any More,2007
3349,SOBNCWM12AC4689D40,ART9Z1P1187FB36C94,samba,Congo,0
3350,SOTJXRK12AAF3B264E,ARXWBOL11E2835E5BB,progressive trance,Where Are You,0
3351,SORMZSD12A6D4F736A,ARVJVFF1187B9B40D6,latin jazz,July,1992
3352,SOKFBHX12A8AE466DB,ARSE5NP1187B9B98AB,gangster rap,Warm Embrace (LP Version),0
3353,SOLBAJZ12AB01840B0,ARW2IMH1187FB4791F,free jazz,911-544,0
3354,SOYEKDZ12A58A7EA4F,ARB1LM61187FB4DDF4,country rock,If A Woman Answers,1962
3355,SOWJALY12A6D4F837F,ARJ9DSA1187B990E00,blues-rock,All Your Love,1966
3356,SOOAHQO12A6D4FA507,ARSC6WR1187FB40B18,vocal jazz,If You Build A Better Mousetrap,0
3357,SOEXZJD12AB0182FC1,AR56UY11187FB46D49,swamp blues,My Babe,1997
3358,SOVLSST12AB01838C2,ARW040W1187FB51082,folk rock,10 $ Bill,0
3359,SOSVJKU12A8C142FFE,ARIOTFR1187B98F316,hip hop,Knuckle Up,0
3360,SOHLSKT12A6D4F71B4,AR7Y6JX1187FB4D9B3,hardcore punk,At The Atlantis,1996
3361,SOFTAZM12A8C141CD9,AR3KXHI1187FB3A8BF,goregrind,ABC (The Alphabet Song),0
3362,SOQBIEB12AB0187D27,AREVQ7D1187FB4371B,ccm,Get Together - Album Version,0
3363,SOFJBSA12A8C130F97,ARYN8YT1187FB38396,latin pop,Candilejas,0
3364,SOAEWDR12A8C13D286,ARK0VFZ1187FB4309B,symphony,It's In The Book (Album Version),0
3365,SOROADL12A58A7C995,ARFK98R1187B9B0552,power pop,No Safe Place,0
3366,SOBDPQZ12AB0188E92,AR107SB1187B9A79F9,chanson,Le rire du sergent,0
3367,SOFEXUF12AB01877C6,ARXRYQS11F4C846B96,soukous,Ballo,0
3368,SOUWDRW12A6BD4F950,ARUCK7I1187B9B331D,pop folk,Sex (French Version),0
3369,SOKKIXX12AB01864E7,ARKC83D1187B9AB367,ccm,All Mama Ever Wanted  (Album),0
3370,SODVRDV12A8C14005C,ARI4S0E1187B9B06C0,celtic,Over The Rainbow,0
3371,SOZONJS12A58A7920D,AR2D0XK1187B98EC4A,orchestra,Boss-Eyed Whelk,0
3372,SOSXOTX12A8C13790F,AR0O3AV1187FB4D030,hardcore punk,United Blood (Album Version),0
3373,SOGAKLF12A67AD9390,ARW45YR1187FB3DE95,chanson,Le poulet,1994
3374,SOJFDCP12AB0181DDD,ARFK98R1187B9B0552,power pop,Killed By Love,1988
3375,SONIMPI12AB0186C14,ARAG1DX1187B98BB10,smooth jazz,See You On The Other Side,0
3376,SOTZGHE12A58A75DC4,AR9Q3LP1187FB3D647,sludge metal,Daydreaming the Color of Blood,2001
3377,SOCXKCF12AF729F898,ARDGPFY1187B9A371B,dub,Kablammin' It,2001
3378,SOBXDBA12AB0187E5C,ARS1OWB1187B99EEAD,glam rock,Don't Mess With Cupid (1972 demo),0
3379,SOXIZCU12A8C1440A1,ARJGIOD1187B9AE920,teen pop,Never Again,2007
3380,SOBSNOJ12A58A79522,ARCIXWX1187FB4F1DF,hyphy,Real Playaz,0
3381,SOKQAEZ12A8C133D8F,ARRHLSD11F4C845076,blues,Everybody Wants To Go To Heaven,0
3382,SOGLEIQ12A6D4F856D,ARPGQ9A1187FB4D0AD,folk-pop,The Last Thing On My Mind (Previously Unissued),0
3383,SOYRIEN12AB0184D7B,ARGSJW91187B9B1D6B,alternative rock,In A Village Square,0
3384,SOPOJVI12A58A7E706,ARXWAQQ1187B9AE954,hip hop,Jam 4 U,1992
3385,SOJMOQU12AC468B167,ARDY3451187B9A0226,country rock,Ladder Of Success,0
3386,SOOYRFK12A6D4FB5CA,ARD4KNM1187FB3626A,dub,We Meet at Last,2007
3387,SOFVVWJ12AB0183B6A,ARMQUTT12086C12BF5,frevo,Passo De Anjo,2007
3388,SOEHUNR12AB017C920,ARKXLIJ1187B9A4C54,orchestra,The Song From Moulin Rouge,1953
3389,SOQTJWB12A670218FD,ARJDWEA1187B9B676F,comedy,Herb Philbrick - Counter Spy ( LP Version ),1961
3390,SOSZHRE12AB018BB5F,AR6U4801187B9A8C45,dubstep,Shake It Up (Album Version),2000
3391,SOJHMFW12B0B80B79B,ARLHO5Z1187FB4C861,hip hop,Shadrach,1989
3392,SOEVIQU12A8C134A62,ARXZAV31187FB3CE61,requiem,Andante Cantabile (String Quartet No 1 In D Major,0
3393,SOTBQVH12A58A7B6C7,ARMIMHT1187B98F038,disco,Help Youngblood Get To the Freaky Party,1984
3394,SOLBDUG12AB0183A49,ARMW52H1187B98C835,zouk,Mon coeur balance,0
3395,SOIUEQG12A8C134F30,AR8IEZO1187B99055E,soundtrack,We're New Yorkers Now!,1999
3396,SOJXOVT12AB018581C,AR7SF1N1187B9A91D1,country rock,Let's Fall In Love This Christmas,0
3397,SOLBPPU12AB0187DD7,ARKJWYK1269FCD1A1C,hip hop,D Solo,0
3398,SOONKTB12AC3DFA982,AR8I87E1187FB57E2E,soul jazz,Ive Got Confidence,0
3399,SOAUXQN12AB018D2F6,AR035N21187FB3938E,electronica,Mercury & Solace,2000
3400,SOVJSUC12A8C13B2DF,ARDY3451187B9A0226,country rock,My Last Date (With You),1988
3401,SOMOSOM12A8C13D618,AR040M31187B98CA41,illbient,Judgement,2008
3402,SOAIPGL12AB01837A3,ARID1TK1187FB4CFB8,pop rock,Rewind,2008
3403,SOVDYER12A6D4F7E1B,ARBEOHF1187B9B044D,dance pop,Jump [Jacques Lu Cont Edit],2006
3404,SOCRVUE12A8C13F949,ARIRD6J1187FB5A98C,roots reggae,More Than I Can Take,0
3405,SOXURBQ12A6D4FBB27,AR10USD1187B99F3F1,post-hardcore,BLEEDS NO MORE (Live Version),2006
3406,SOJEYRE12A6D4F7610,ARUTP601187FB388AC,celtic rock,Buzz's Jig,0
3407,SOOQIWV12AB018B96D,AR18B3W1187B9A5AAA,lovers rock,Keep It Like It Is,2003
3408,SOYWSDZ12AB01812FE,AR8BMEQ1187B9B4214,happy hardcore,Death Adventure,0
3409,SOELLGL12A8C13691C,ARDE7I31187FB43352,latin jazz,Infantil (Dedicated to John McLaughlin),2008
3410,SOUHLWG12AB0184414,ARJQSSS1187B99A513,hip house,"Got To Keep On (12"" Version)",1989
3411,SOEKYVZ12AB018741A,ARWLV931187B9B0F5A,melodic hardcore,Please Hammer Don't Hurt 'Em,2002
3412,SOFUCJI12A8C142A03,AR51YM81187B9B536C,tejano,Surfriendo El Castigo,0
3413,SOVEHDZ12AB017E78F,ARAI3SX1187B9A3A9A,grindcore,1st World Hypocrisy,0
3414,SOAFJWE12AB01837B3,ARC6J781187B98F02B,latin jazz,Come With Me,1983
3415,SOTXYXO12AB018B008,AR6892W1187B9AC71B,british pop,The Never-Ending Why,2009
3416,SOHBSTB12A6D4FAE27,ARI3BMM1187FB4255E,electric blues,Woman Blue,0
3417,SOFPTCN12A8C13BD3C,AR2S6UD1187B9B944F,folk rock,Ruta Del Coya,2002
3418,SOXXSLE12AB0184F1B,ARJPADO1187B9897CE,dubstep,Lost Tribe,2005
3419,SOOCYRU12A8C132403,ARNJVSL1187B99AFD4,tech house,Lachen und weinen,2001
3420,SOESQNH12A58A79AC3,ARD3LXU1187B9ABFC5,punk,Pretty Vacant,1977
3421,SOLPNHG12A8AE47934,ARSE5NP1187B9B98AB,gangster rap,It Feels So Good (Album Version),1997
3422,SOUYFXA12A6D4F8482,ARCJKV91187FB46210,folk-pop,Boo Hoo,2005
3423,SOBIOBC12A8C14074B,ARJZQ321187FB5AAA1,blues-rock,Rock Me Baby - Live,0
3424,SOJIWWF12AB018404F,ARGUMVS1241B9CBE9B,french pop,(Coming With) Loving on My Mind,0
3425,SOHYDLL12AB0187493,ARVXXQD1257509E117,gaita,Para Que Recordar,0
3426,SOOTWLE12AB018E20A,ARHJJ771187FB5B581,psychobilly,Son of Jack the Ripper,0
3427,SONYFKQ12A58A7B29F,ARXALW01187FB4B466,progressive house,Head Over Heels,2004
3428,SOANUME12A8C1368DF,ARF2EHS1187B994F4E,southern rock,Day Old Blues,2004
3429,SOMYDMS12AB017C4B8,AROJ4RQ1187FB50102,dubstep,Joyride,0
3430,SOIYRUA12A8C13F1CE,ARUZS6L1187FB50A56,hard house,Just An Illusion,1994
3431,SOBSBCL12A8C136909,ARMOHN71187FB3959F,post-hardcore,Ex's And Oh's (Instrumental Version),0
3432,SOAKUXB12AB018230A,ARIN12F1187FB3E92C,smooth jazz,Chaco (Album Version),1993
3433,SOTMRFA12AB0181590,ARYT3BY1187B98C20E,ballad,Our Love Is A Living Thing,0
3434,SOQGLPH12A8C141089,AR0B6VD1187B99C293,grindcore,Memory,2002
3435,SOYYIZT12A8C1408CA,AR6XPWV1187B9ADAEB,grunge,Next Year,1999
3436,SOVQGSX12AB0188818,AR88F5X1187FB3EA17,honky tonk,Away in a Manger,0
3437,SOTKSYF12A6D4F6AB4,ARN3X4T1187B99EA39,cantonese pop,Zai Ai Shang Ni,0
3438,SOCTARC12A8C134D12,ARB45GQ1187B98D2B4,ccm,Don't Stop The Music (Streetlight Album Version),0
3439,SOBJJEX12A8C13ACDC,ARPDVPJ1187B9ADBE9,hip hop,I Need Love,1999
3440,SOPHWSQ12A8C133AE4,ARDZJ6H1187FB387F2,latin jazz,Boca Do Balao / Preta Pretinha / Juazeiro,0
3441,SOUYDOZ12A8C131C66,AR3752L1187FB4B67E,power pop,Happens All The Time,0
3442,SOYJFWA12A58A76CC3,AR8ICFK1187FB5A3A0,jazz funk,The Painter,2006
3443,SOPFUJH12A8C1460C9,ARGDSO91187B9AAB35,cabaret,L'Appart,1991
3444,SOMOMNY12A8C14549F,ARRXPRY1187B9A8B34,gaita,Frente A Tu Altar,0
3445,SOSJYAJ12A6D4FCA04,AREP0H61187FB443CF,blues-rock,Give It To Me,2006
3446,SOTQGSB12AB01894AE,AR3AY3R1187FB52CF0,honky tonk,Take Me Fishin',0
3447,SOTSIIH12A8C13A516,ARAIJG51187B9B97A4,pop rock,PoesAa De Amor,1998
3448,SODKRYJ12AC468A00F,ARZKFR51187B9AF51B,southern gospel,The Coming Of The King,0
3449,SOKKHGP12A8C13768C,ARH3S5S1187FB4F76B,grunge,Nevermind_ It's An Interview,0
3450,SOBMPPH12A6D4F87E1,ARA1UU51187FB5A70B,horror punk,She (1997 Digital Remaster),1996
3451,SOBSEGK12A58A7BEBF,ARD3LXU1187B9ABFC5,punk,Seventeen,1977
3452,SOUCLTK12A8C141490,ARB1KC91187FB38B13,honky tonk,If You Don't Somebody Else Will,0
3453,SOKMXBB12A67AD85BC,ARBU6D71187B9B5319,texas blues,Up Jumped The Devil,0
3454,SOCLRZA12A81C22F81,ARPTJHV11F4C83EF53,roots reggae,Free Africa,0
3455,SOUVGPX12A8C13CE77,AR2G8SU1187FB4A871,soul jazz,Dodo's Bounce,2008
3456,SOIYAIE12A58A7CEE2,ARMFXPI1187B99717E,ragtime,Babylon 5,0
3457,SOTDNWF12AB0186452,AR3TG3X1187FB4D577,breakcore,Revolution Action,1999
