index,pmkArtist,fldName,fldLocation
1637,AROLDZG1187FB50AFB,Melvins,"Aberdeen, WA"
1638,ARDKSWK1187B99092B,Stan,UK - England - North East
1639,ARE73DO1187B9B9DDE,Los Brujos,Not available
1640,ARS86AJ1187B9B4225,Janis Joplin,"Port Arthur, TX"
1641,ARBQ5TQ1187B992B8A,Vivian,CANADA - Ontario
1642,AR0KBXO1187B996460,Slipknot,"Des Moines, Iowa"
1643,ARCDLDD11F33E000A4,Varios,Not available
1644,ARROUEA1187FB4AA0F,Atom,Washington
1645,ARN6EWN1187B9A4600,Jimmy Wyble,"Port Arthur, TX"
1646,AR08NXW1187B99526D,Die Symphony,Missouri
1647,ARUUXNF1187B98FB36,Charlie Peacock,Not available
1648,ARZMWNY1187B99EBF1,Paul Geremia,"Providence, RI"
1649,ARUAKAN1187FB48204,Walter Trout,"Ocean City, NJ"
1650,AR3RNXB1187B98F0B4,Monique Marvez,Not available
1651,ARFZDSJ1187FB494AB,Dancecore Allstars,Not available
1652,AR9LJ9D1187FB4303D,Sean Kingston,"Kingston, Jamaica"
1653,ARE36MM1187B991E50,Blind Lemon Jefferson,"Couchman, TX"
1654,AR9HNKW1187FB57EC6,Mei Chi Chiang,Not available
1655,ARRJFJ31187B9961EF,Sergio Dalma,Not available
1656,ARK9W051187FB4B783,Zombina & The Skeletons,Not available
1657,ARMZJIZ1241B9CA2DB,The Jane Shermans,United States
1658,ARDVZTE1187FB5A0A1,Bon Jovi,"Sayreville, NJ"
1659,ARGAJDQ11F50C4EDDF,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,Not available
1660,AR4L5ZC1187FB450A4,Bescenta,Not available
1661,AR0TZ7T1187B994E37,"Dave ""Baby"" Cortez","Detroit, MI"
1662,AR5IDI61187FB43E75,Bloomfield,Not available
1663,ARH1LE01187B98D68D,John Debney,Not available
1664,AR8B1WY1187FB38366,Rakim,"Long Island, NY"
1665,ARLDW2Y1187B9B544F,Tommy James And The Shondells,"Dayton, OH"
1666,ARIZCNG12802FDFC69,Coraleena Ellis,Not available
1667,AR0V36F1187FB366B1,The Chieftains,Ireland
1668,ARJO8W91187B9AB734,Count Ossie,Not available
1669,ARWZE8O1187B9B8480,Elmer Bernstein,"New York, NY"
1670,AREUIRT11F4C8408E6,Peter Spence,UK - England - West Midlands
1671,ARW1DZQ1187B9A18E0,Vusi Mahlasela,Not available
1672,ARDPPNV11F4C842433,Marimba Alma De Chiapas De Juan Palacios,Not available
1673,AROMMO41187B99F8FF,Jeff Wahl,Colorado
1674,ARSIECN1257509EBB0,Kapelle Herrenweide,Not available
1675,ARFRKCM1187B99A041,Jamie Richards,Shawnee OK
1676,AR2B8ON1187FB58456,Marcelo Radulovich,Not available
1677,ARBSAVH1241B9CA637,Antonio Koudele,Not available
1678,ARO6WZY1187FB3A86E,Sonic Subjunkies,Not available
1679,AR8FMEN1187FB4A657,Lizzy Borden,"Los Angeles, CA"
1680,ARZXYRK1187B99E432,John Stevens,Madrid
1681,AR1DGSO1187FB59B15,Eddie Turner,Not available
1682,ARP7DLV1187FB4EF07,Pretty Boy Floyd,California - LA
1683,AR83XLX1187B991E33,Chris Rodriguez,Not available
1684,ARTML781187B9AF080,Neeme Jarvi,Not available
1685,ARN2C4X1187B9B363C,Jack Off Jill,"Ft. Lauderdale, FLORIDA"
1686,ARKKYQD11F4C83D170,NAZCA PERU,Not available
1687,ARMTXSP1187B990581,Sheila Walsh,Not available
1688,AR5LE4K1187FB4C3BE,John Hiatt,"Indianapolis, IN"
1689,ARH0Z131187B9B69E9,Kool Moe Dee,"Harlem, New York, NY"
1690,ARWLJLY1187B9AD881,Desert Dwellers,Not available
1691,AR9OTFC11C8A415220,D.A.D.,Copenhagen (Denmark)
1692,ARXGICZ1187FB444DD,The Merry Macs,"Minneapolis, MN"
1693,AROJ4RQ1187FB50102,Pinch feat. Rudey Lee,Illinois
1694,ARUHYH21187B98BA89,The Tragically Hip,"Kingston, Ontario, Canada"
1695,AREXX3T1187B989950,Scott Krippayne,Washington
1696,ARPTHEV123E29C17B3,Flowin Immo et Les Freaqz,Not available
1697,AR3USQW1187FB4A90D,Bebo Norman,Not available
1698,ARKQ6QN1187B9B016D,Photek,"Ipswich, England"
1699,ARUK0W21187B995456,Isabel Pantoja,Not available
1700,ARWGY6U1187B98B228,Orquesta Sublime,Cuba
1701,ARYN2M61187B995BD6,Juanes,"Medellin, Colombia"
1702,AR6IJJ41187B98C872,Bobby Pulido,"Edinburg, TX"
1703,AREDCT51187B9A6DA6,Alex Fong,Not available
1704,ARM4J201187B9B8B3B,Gustavo Santaolalla,"Buenos Aires, Argentina"
1705,ARNLOIO11F4C841019,Isaacs,Tennessee
1706,ARYGSFW1187FB519B1,Mike And The Mechanics,United Kingdom
1707,ARHKQGH1187B9A4DB4,In Extremo,Not available
1708,ARP72BU1187B99CD9A,Who Made Who,Not available
1709,ARLQ5EV1187FB4491D,Don Francisco,Colorado
1710,ARJ5FD21187FB43F12,Mavado,Not available
1711,AR25LGJ1187B9B2492,Doug Sahm Tex Mex Trip,"San Antonio, TX"
1712,ARGYHUI1187B9AC2A5,Hanoi Rocks,Not available
1713,AR2WUJP1187B99364C,Nicola Fasano feat. Paula B.,Not available
1714,AREBSCJ1241B9C7BDF,Staatskapelle Dresden/Herbert Blomstedt,Not available
1715,ARRSNAA11F50C49717,Ocho y Media,Not available
1716,ARDW74M1187B98DA34,Bill & Gloria Gaither,Not available
1717,AR2H1J41187FB5C640,Danny Elfman,"Los Angeles, California"
1718,ARTHWIZ1187FB4258D,Frank Ifield,"Coventry, England"
1719,AR0QL3J1187FB3748E,Clara Nunes,Not available
1720,AR0B8CT1187B9B2CF3,Fyah Blaze,Not available
1721,ARDE7I31187FB43352,Gonzalo Rubalcaba,"Havana, Cuba"
1722,ARMB95F1187B9B5B93,Cam'Ron / Juelz Santana,"Harlem, NY"
1723,ARGXXNS1187FB4BAA4,Minipop,Corte Madera CA
1724,AR2BBHS1187FB4AE06,Jeff Beck Group,Not available
1725,ARL62M311C8A4213F2,Katie Armiger,Not available
1726,AR7KA5V1187FB44E6B,The Del McCoury Band,Not available
1727,ART97VL1187FB3BD45,F4,Not available
1728,ARWV4FQ11C8A42ABCE,Dhamika,Sweden
1729,ARTYGL51187B98F9D3,K.T. Oslin,"Crossett, AR"
1730,ARPH0O91187B99706D,Taste,Ireland
1731,AR2O3B51187B98CD94,Cece Winans,"Charlotte, NC"
1732,AR1IY3B1187B98B384,Joanna Connor,"Brooklyn, NY"
1733,ARO08R311C8A414C15,The LeRoi Brothers,Not available
1734,AR2AGLK1187B9AAAD0,Year Long Disaster,"Los Angeles, CA"
1735,AR41B9G1187B990D63,Sam Fan Thomas,Not available
1736,ARGY96L1187FB410ED,Jimmy McGriff,"Philadelphia, PA"
1737,AR9YI7H1187B9960E3,Dobet GnahorA(c),BELGIUM
1738,ARVHJV91187B9B7C91,Terminal 11 feat. b.b0Nd,Not available
1739,ARGKWSI11F50C488CC,Smidi Beats,Nevada
1740,AR8J63I119B8668504,Red I Flight,Not available
1741,ARO4H5M1187FB4384D,Adrenaline,"Chicago, IL"
1742,AR6PMJQ1187B9B9655,3 Steps Ahead,Not available
1743,ARYZ1NG1187FB3FD40,Cool cavemen,"Lille, France"
1744,AR2NJG71187FB5203E,Roni Size,"Bristol, England"
1745,ARHINI31187B995C1D,Singing Melody Feat. Robyn,Not available
1746,ARDCQM61187B9951CE,Sneaky Sound System,"Sydney, Australia"
1747,ARMWXUE1187B9B9D3D,Los Titanes,Not available
1748,ARDUJZJ1252CCFA253,Whitney Cummings,Not available
1749,ARFLBJQ1187B9B928D,Nando Lauria,Not available
1750,AR1W3MA1187B99E6D8,Danny Wright,Texas
1751,AR7TTCH1187FB3F95C,Leon Russel,"Lawton, OK"
1752,AR022JO1187B99587B,Ross,Indonesia
1753,ARBPRTL11F4C83CB05,Oak Ridge Boys,Not available
1754,ARIQD5J1187B98D8DC,Kerson,Texas
1755,AR3THYK1187B999F1F,JoAPSo Gilberto / Gilberto Gil / Caetano Veloso,Not available
1756,ARZRTZT124549A402A,Army of the Pharoahs,Not available
1757,ARHXWB01187B9A205C,Jean Gabin,Not available
1758,AR6XZ861187FB4CECD,The Beatles,"Liverpool, England"
1759,ARTZMXB1187B990A55,Streetwize,Not available
1760,ARNSAEA1187B9B908E,Cheo Feliciano,"Ponce, Puerto Rico"
1761,ARWVOHH1187FB5974B,Screamin' Jay Hawkins,"Cleveland, OH"
1762,ARIQZ2V1187B98E546,A-Studio,Not available
1763,ARAEXD61187B9B7543,Bellatrax feat. Tina Cousins,Not available
1764,ARP4QQS1187B998E46,Forensics,UK - England - London
1765,ARH1UTX1187FB50CAA,Bobby Capo,Puerto Rico
1766,ARFLHWV1187FB4E77F,Sandy Posey,"Jasper, AL"
1767,ARY1QJF1187B98EF3F,Kathleen Madigan,California - LA
1768,ARRRVMG1187FB532AC,Radney Foster,"Del Rio, TX"
1769,ARL1QL91187B994B08,A Challenge Of Honour,Not available
1770,ARPOQKS1187B988FE2,Ed Calle,Florida
1771,ARTPVDV1187B9A61F1,Johnny Keating & All Stars,Not available
1772,AROG07L1187FB4C826,Boards of Canada,Scotland
1773,AR06IFV1187B9977EC,MU330,"St. Louis, MO"
1774,ARYT3BY1187B98C20E,Ed Ames,"Malden, MA"
1775,ARKON4P1187B98B291,Ron Goodwin,"Plymouth, Devon, England"
1776,ARB78VW1187B98F81C,George Nooks,Not available
1777,ARJXULI11F4C83C865,Bela Fleck And The Flecktones,Not available
1778,AR65OLD1187FB5C103,P.o.d,Not available
1779,ARQUMH41187B9AF699,Linkin Park,"Los Angeles, CA"
1780,AR8RXRI1187FB4104B,The Roots,"Philadelphia, Pennsylvania, U.S."
1781,ART35UC1187FB4CC25,The Flies,Not available
1782,ARSQDUN1187B98D7D7,EPMD,allentown Pennsylvania USA
1783,AR00LNI1187FB444A5,Bruce BecVar,Not available
1784,ARQ6DNW1187FB4DF1D,Deborah Coleman,"Portsmouth, VA"
1785,ARL47TY11C8A416938,Time Factory,Not available
1786,ART6QCS1187FB40CBD,Los AutA(c)nticos Decadentes,Not available
1787,ARPINYO12454A2E4AB,Deathstar,Washington
1788,ARZL6CE1187FB3F264,Mindy McCready,"Fort Meyers, FL"
1789,AR4WS1U1187FB5B02E,Bobby Russell,"Nashville, TN"
1790,ARSK4D11187B9BA046,Lisa Lisa & Cult Jam (featuring Full Force),Not available
1791,ARBAUDK1187FB3BD7F,Sugarman Three,Not available
1792,ARDPZFB1187B9A91C3,Gisele MacKenzie,"Winnipeg, Manitoba, Canada"
1793,ARBYBBY11F4C8458A8,Faking David,Not available
1794,ARSPQ0H1187B999944,Eric Burdon,"Walker-on-Tyne, England"
1795,ARNEL2O1187FB4421A,Bukka White,"Houston, MS"
1796,ARDI88R1187B98DAB2,Foxy Brown / Total,Not available
1797,ARWPHDF1242077F0B8,:Blacks On :Blondes,Not available
1798,AR2W4T81187FB410A7,David Gilmour Featuring Richard Wright,"Cambridgeshire, England"
1799,AR3FOK11187FB3F4EE,Seven Mary Three,Not available
1800,ARKEZNY1187B9B7F6C,Irini Merkouri,Not available
1801,AR2D0XK1187B98EC4A,Johnny Pearson,Not available
1802,ARV38Z81187B98E608,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,Not available
1803,ARE2XN81187B98BB83,Alexis HK,Not available
1804,ARLLUSZ1187B98ACDC,Tha Liks featuring King T,Not available
1805,ARZHXR61187FB3D065,The Family Stand,Brooklyn
1806,AR4UJ7O1187B994010,Buddy Johnson,"Darlington, SC"
1807,ARW0Z9V1187B9A0699,Peter Tosh,"Westmoreland, Jamaica"
1808,ARDK0551187FB5AC48,Blind Willie Johnson,"Marlin, TX"
1809,AREW7CO1187B9A1B0D,Onesidezero,"Los Angeles, CA"
1810,ARS4KT21187B9B9438,Fito Paez,Not available
1811,AR35YUO1187B9AD83E,Wet Wet Wet,"Glasgow, Scotland"
1812,ARUNHZF122988ED7DA,Lou Reid & Carolina,North Carolina
1813,ARKKTIY11F4C845817,Chris Vickery,CANADA - Ontario
1814,ARJNOOU11F4C845A6A,Riviera Regime,Not available
1815,ARTL6FB1187FB4EAA7,Kool Keith,Not available
1816,ARRH63Y1187FB47783,Kanye West / Adam Levine,"Atlanta, GA"
1817,ARRWQW61187FB5B301,Lou Ann Barton,"Austin, TX"
1818,ARAMIDF1187FB3D8D4,Alejandro Lerner,Not available
1819,AREE69X1187FB438D6,Cannon's Jug Stompers,Not available
1820,ARY4N501187B9A5DE9,The Ghost Of Lemora,London
1821,AR2RVGR1187B9B3219,Robin Frederick,Los Angeles
1822,ARGQANQ11F50C4769E,Y&T,San Francisco Bay Area
1823,ARVF2AD1187FB47580,Rev. Timothy Wright,Not available
1824,AR6BUYW1187B98E221,Earl Hooker,"Clarksdale, MS"
1825,ARKJKVO1187FB49D0A,"MichA""le Bernard",Not available
1826,ARVGPOM1187FB55737,Billy Butler,"Philadelphia, PA"
1827,ARPDVPJ1187B9ADBE9,Usher,"Atlanta, GA"
1828,ARWQGYW11F4C846BF2,Yodi's,Not available
1829,AR7AA2D1187B98B415,Shade Sheist / DJ Vice / DJ Echo / Damizza,"Los Angeles, CA"
1830,AR4WHYC1187B9896E7,A Tribe Called Quest,"Queens, NY"
1831,ARO3XZQ1187FB39351,Cobra Killer,Not available
1832,AR7I3G21187B98B4A2,Nicholas,Not available
1833,ARFEU2G1187FB54B2F,Tel Basta,Not available
1834,ARHPPJK1187B9AC897,Teenage Fanclub,"Glasgow, Scotland"
1835,ARWXJTT1187FB509FD,Epidemic,York
1836,ARDIKTV11F43A69FA4,Deodato,Not available
1837,ARKFYS91187B98E58F,Jeff & Sheri Easter,Not available
1838,ARNNC731187FB55D14,Kary Ng,Not available
1839,ARXK4ZA1187B99753A,Malina,"Viareggio, Italy"
1840,ARB9WJ11187B98BF17,Steve Smith,"Brockton, MA"
1841,ARI3W3K1187FB49E6F,Cedric Gervais Featuring Caroline,Not available
1842,ARI945I1187FB4CC22,The King Sisters & Alvino Rey,Not available
1843,AR6UVLC1187B9B4D4C,Suzi Quatro,"Detroit, MI"
1844,AR3OYPP1187B9952E3,Humanzi,"Dublin, Ireland"
1845,ARTTIRC12086C121DC,Gene Latter,Not available
1846,AR7SVRP1187FB55875,Billy May & His Orchestra,Not available
1847,ARS8KBY1187FB4BC7E,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,"Philadelphia, PA"
1848,AR3U3G01187FB58BA7,Christie Hennessy,Not available
1849,AR695PK1187B996E35,The Jeremy Spencer Band,"West Hartlepool, England"
1850,AR126G61187B9B88A6,Candy Lo,Not available
1851,ARDK87R1187B98D51C,Flamin' Groovies,"San Francisco, CA"
1852,ARXKXC71187B99AA0E,Roberto Roena,Not available
1853,AR1VCLT1187FB4C8AC,Tum Tum [DJ Drop Mix],Not available
1854,ARW1DRV1187FB40261,Rocio Jurado,Not available
1855,ARZMFXN11F50C476D0,Salieri,Not available
1856,ARYQ8281187FB58C34,Royal S,"Winterthur, Switzerland"
1857,ARKJHKX1187FB5AEE5,Buckwheat Zydeco,"Lafayette, LA"
1858,ARMWZF41187FB387F9,Charley Pride,"Sledge, MS"
1859,ARIK8T31187B9A4D4F,Louis Prima & Keely Smith,Not available
1860,ARP06GY1187B98B0F0,Yami Bolo,Detroit USA
1861,ARDQ9AP1187B9BA3F6,Killswitch Engage,"Boston, MA"
1862,ARJ0FG21187B99F7C4,Crazy Girl,Not available
1863,AR5GLIU1187FB4638A,Memphis Jug Band,"Memphis, TN"
1864,ARXFY0N11C8A423D05,Juan Farcik,Not available
1865,AR49A9P1187FB3BBBF,Saigon Kick,"Coral Springs, Florida"
1866,ARRS5961187B99F9DE,Nicho Hinojosa,Not available
1867,AR1RMYB1187FB5A59E,Incubus,California
1868,ARUKJUP12086C14589,RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski,Not available
1869,ARLTWXK1187FB5A3F8,King Curtis with Jack Dupree,"Fort Worth, TX"
1870,ARIR1PS1187B9AFFFA,Omni,"Los Angeles, CA"
1871,ARK7ZPW1187B99C170,Orchestra e Coro del Palacio de Bellas Artes Di CittA! del Messico_ Oliviero De Fabritiis_ Maria Call,"New York, NY"
1872,AREW0021187B9AF8F9,Giuseppi Logan,NY - New York City
1873,AR3O0021187B999BC8,Radio Moscow,"Ames, IA"
1874,AR4W5GR1187FB51F7E,Alacranes Musical,Not available
1875,ARSYHZ21187B99F5F5,Tina Ann,Not available
1876,AR6J3X81187FB59A7B,Margaret Becker,"Brooklyn, NY"
1877,ARUTP601187FB388AC,The Elders,Not available
1878,ARIKFQP1187B99A246,Stille Volk,Not available
1879,ART97VL1187FB3BD45,F-4,Not available
1880,AR0WAW61187B98B7D7,Doug MacLeod,"New York, NY"
1881,ARD2HR71187B99548F,Jimmy Hughes,"Florence, AL"
1882,ARHDQMJ11F50C4F61E,Emotion Code,Not available
1883,AR3KGPQ1187FB53C84,L7,"Los Angeles, CA"
1884,ARY6EBA1187B9AD525,Bill Perry,"Chester, NY"
1885,ARKL4LE1187B98FDBC,Billy Price_ Fred Chapellier,Pennsylvania
1886,ARLYUP11187B98B92B,Corey / Shaquille O'Neal,"Atlanta, GA"
1887,ARPKATM1187B9B76E6,Hatebreed (int License),"New Haven, CT"
1888,ARN8YG41187B99A480,Moments In Grace,Not available
1889,ARGUACZ1187FB3F35C,Connie Smith,"Elkhart, IN"
1890,AR0B6VD1187B99C293,Uphill Battle,"Ventura County, CA"
1891,AR2G8UI1187FB3F33C,Barbara Fairchild,"Knobel, AK"
1892,AR051KA1187B98B2FF,Wilks featuring pee wee ellis,Not available
1893,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,"Wangaratta, Victoria, Australia"
1894,ARXFAOQ1187B9A3616,Dave And Ansel Collins,Jamaica
1895,AR4F94Q1187FB43432,DASOLA,Not available
1896,AR5IHI31187B998618,Pascal Obispo,Not available
1897,AR03BDP1187FB5B324,Bob Sinclar,"Kentwood, LA; Los Angeles, CA"
1898,ARIIEQL1187FB5CE68,Buddy Miles,"Omaha, NE"
1899,ARQVLQJ1187B98F11F,Mau Mau,Not available
1900,AR6EVQA1187B9AA1DF,Cocoa Tea,"Kingston, Jamaica"
1901,ARBKEA91187B98CE1F,Claw Hammer,Not available
1902,ARORDXJ122ECCBB264,Carlos Jimenez,NY - New York City
1903,ARFLZK31187B9B0E15,Kashief Lindo,Not available
1904,ARAN38V1187FB4C4EE,The Almost,"Salt Lake City, UT"
1905,ARCK6OL1187B99B25F,Alas,Florida
1906,ARRHZLW11E2835E799,Sofi Marinova,Not available
1907,ARZXMYV1187FB5B99B,Los Ninos De Sara,Not available
1908,AR7JAMC1187B98BCF3,The Gentle Good,Not available
1909,AROCBZZ11E2835D652,Small Faces,Not available
1910,AREVNGE11F50C49B9A,Tom Collier,Not available
1911,ARLF0QY1187FB4FDCC,Heavenly,"Oxford, England"
1912,AR720OJ1187FB37F6C,Los Morros Del Norte,"Culiacan Sinaloa, Mexico"
1913,ARKEFM61187B9A8202,Moon Mullican,"Corrigan, Polk County, TX"
1914,ARDPCCQ12802FDD564,Yuko Kanzaki,Not available
1915,ARCDSI81187B989BAA,Moonface,Not available
1916,ARRBF3M1187FB4D59F,30 Seconds To Mars,"Los Angeles, CA"
1917,AR6RXJD1187B9B8B23,Grace Gale,"Denver, CO"
1918,ARRQWQW1187FB49844,King Tee,"Los Angeles, CA"
1919,ARDBJ5T1187FB4D5BA,Cauda Pavonis,Not available
1920,ARWONOR1187FB3817C,Geddy Lee,"Willowdale, Ontario, Canada"
1921,ART8BW81187B9AC33F,Planetakis,Not available
1922,ARNAIMI1187FB5733C,Rick Ross,Miami
1923,ARFWZZD1187FB561F9,The Fureys,Not available
1924,ART62WC1187FB47E80,Jim Jones / Max B,New Mexico
1925,AR198711187B9AD09F,Simply Red,Adegngiltere
1926,AR7DFJP1187B992F13,Juana Molina,Not available
1927,ARDG6IY1187B9AAE87,Mothers Pride,Lucerne
1928,AROW4VK1187B999DED,Byzantine,Not available
1929,ARZ3JUB1187B99A5AC,Halfway to Gone,Not available
1930,ARYDFJA1241B9CBFF2,Jacques Douai,Not available
1931,ARBHPBX1187FB47102,The Steeles,Minnesota
1932,AREBWEH1187B99EA9A,Beherit,Helsinki
1933,ARC0NOU1187B9AA91D,Nick Colionne,Not available
1934,AR5O6W51187FB46984,SNAP!,Germany
1935,ARI4RPW1187B9B862D,Hermeto Pascoal,"Lagoa da Canoa, Alagoas"
1936,AR1SFKQ1187B98AF13,Lauren Wood,California - LA
1937,ARRZFUG1187B98AD42,Ray Pillow,"Lynchburg, VA"
1938,ARNXNH81187FB52EB5,Baby Bash,"Houston, TX"
1939,ARKSZW81187B9B695D,Mariah Carey,"Hunington, Long Island, NY"
1940,AR4FVK41187FB4BC83,Frankie J,"Tijuana, Mexico/San Diego, California"
1941,ARMPRI31187FB4F7D9,Vangelis,"Volos, Greece"
1942,ARDD5NR1187B9B61F9,Maria Bamford,Los Angeles CA
1943,ARALEAC1187B9902A8,Rubyhorse,"Cork City, Ireland"
1944,ARNARI81187FB3C9A7,Flora Purim,"Rio de Janeiro, Brazil"
1945,ARZQSNO1187FB5BBAB,Elizabeth Cotten,"Chapel Hill, NC"
1946,ARPBKZF1187B996BD7,Tommy McLain,Not available
1947,AR681HS1187FB5BBFE,David Lynch,California
1948,ARPNY981187B9ACB75,Eluveitie,Switzerland
1949,ARFW0QN11C8A4216B7,Dark Party,Not available
1950,ART4QZC1187FB51612,Janet Jackson,Los Angeles &amp; New York
1951,ARLZYDV11C8A4226B0,Albin Myers,Not available
1952,ARLJIGA122C849866D,Hot Live Guys,CANADA - other
1953,ARMRQF21187FB54D89,Kanda Bongo Man,"Inongo, Zaire"
1954,ARP7AOI1187FB518B4,MAom,Not available
1955,ARNBV1X1187B996249,Alex,Not available
1956,ARO0QD41187FB3AB0A,Keb'Mo',"Los Angeles, CA"
1957,AR658OS1187FB5C451,Rachael Lampa,Not available
1958,ARJDUON1187B989F69,David Zinman;Pittsburgh Symphony Orchestra,Not available
1959,ARGE4J31187B9B41EE,Sofia Karlsson,Sweden
1960,AR8WHID1187FB549B1,Mystic Rhythms Band,Not available
1961,ARORFTD1187B99F7D4,Epitaph,"adega, Taiwan"
1962,ARDQO721187FB3C6D9,Rodney O_ Joe Cooley,Not available
1963,AR4BDNG1187FB44870,Robert Palmer,"Batley, England"
1964,ARW644S1187B9B4924,Sigmatropic,Not available
1965,AR18VAV1187B9AEC0C,Neon Blonde,Not available
1966,ARWJEOP1187B996538,Soul Ballet,Not available
1967,ARYG6CU1187FB3852B,Milk Inc.,Not available
1968,AROQWIB11F4C83E5DC,Mario Piu',Not available
1969,ARKZXSQ1187B9AC9F3,Joy Division,Not available
1970,ARGDLJR1187B98D048,Bob Crosby,Not available
1971,AR6RG8J1187B9A815C,The Frantic,London
1972,ARY97R61187B9AF262,Ruffneck,Not available
1973,ARYML1P1187B9AF39B,Devo,Georgia
1974,ARR575U1187B98FB97,The Perrys,Maryland
1975,ARV38Z81187B98E608,The Jets,Not available
1976,ARVNDLR1187B99CA1B,Dolce; Orange Factory,Oklahoma
1977,ARKO7AO1187FB5664B,Tin Hat Trio,Not available
1978,ARYI8NC1187B994FE9,Venice,New Hampshire USA
1979,ARNHTNJ11ECC836DAF,Smash Palace,New Jersey
1980,ARQFKVO1187B9B1777,Dave Brockie Experience,Not available
1981,AR4R0741187FB39AF2,Bow Wow Wow,"London, England"
1982,ARB8H82119B34032E1,Ashton Shepherd,Not available
1983,ARRR4Y81187FB524CE,Lonnie Brooks,"Dubuisson, LA"
1984,ARLFUII1187FB565E5,I Wayne,Not available
1985,AR1NRA91187FB404C3,Jazzy B,Not available
1986,ARHKOPH11F919A768B,Coffinberry,Ohio
1987,ARDBFT21187B98E524,Janitor Joe,Not available
1988,ARTJ9GZ1187B9B46DE,Young-Holt Unlimited,"Chicago, IL"
1989,AR9UPVA1187FB51260,Brent Lamb,Not available
1990,ARLI9NJ1187B9911FB,Vodka Collins,"Tokyo, Japan"
1991,ARDUBUY12086C1464B,Brenda Boykin,Not available
1992,ARNV7U61187FB54DCB,Faith Yang,Not available
1993,ARPK1CM1187B9B6B9C,Roger Reynolds,Not available
1994,ARZVTZN1187FB579D4,Jim Reeves,"Galloway, Panola County, TX"
1995,ARLYPKH1241B9C7185,Ketty DB,Not available
1996,ARPUEAL1187FB57814,Gov't Mule,Not available
1997,AR25LGJ1187B9B2492,Sir Douglas Quintet,"San Antonio, TX"
1998,AREB22L1187B9A4BCE,Bad Azz,Not available
1999,ARQILMW1187B9890DA,Kitty Wells,"Nashville, TN"
2000,ARFJXTS11F4C83E24E,Defect & Quixotic,Not available
2001,ARYLG3I119B8668696,Rockin' Dopsie_ Jr.,Not available
2002,AR4C7UZ1187B9AB278,She Satellites,Not available
2003,ARYLQVR11F50C4EFC2,Saman,Not available
2004,ARE17W51187FB5381B,Smart Alex,London
2005,ARW4ZCO1187B9B22D3,AFS,Great Britain / UK
2006,ARSNTX51187B989CA2,Tsar,Not available
2007,ARD6L7O1187B995ADA,Dave Valentin,"Chelmsford, England"
2008,ARP5MSK1187B99A54C,Jimmy Burns,"Dublin, MS"
2009,ARZLCTV1241B9C4D46,"Claire ElziA""re",Not available
2010,ARIMJFK1187FB4ED3E,Luke Vibert,Not available
2011,ARZAHDN1187B9B4BED,Ice,Tennessee
2012,ARQXAGC12472CE2BBD,Spiral Stairs,Not available
2013,AR3793X1187FB50CB3,Rea_ Chris,"Middlesbrough, England"
2014,ARUTEVU1187B9ACAF9,Lifehouse,"NORTH FORT MYERS, Florida"
2015,ARLUF1T1187FB3603B,Ricardo Arjona,Not available
2016,AR7MNIX1187B9A2A68,Tyrone Wells,California - LA
2017,ARY4M3J1187B9AC94C,John Sebastian,Leeds
2018,ARDPFGP1187B98A58A,Concretes,"Stockholm, Sweden"
2019,ARZ39UI1187B989289,Izzy Stradlin And The Ju Ju Hounds,Not available
2020,ARA7LD41187FB4DC0C,Don Campbell,Not available
2021,ARH0ZIQ1187B99EC94,Cotton Candy,California - SF
2022,ARSPUHE1187B99DB8A,Frank Marino & Mahogany Rush,Not available
2023,ARIXGOC1187FB54F4B,John Wayne,Not available
2024,ARPRQSD12086C16679,The Incurables,Missouri
2025,ARQQP3Z1187FB5707B,Bert Kaempfert,"Hamburg, Germany"
2026,ARY0W1O1187FB5B8C0,H-Town,Houston
2027,ARW1BRR1187B996332,Voyager Series,Not available
2028,ARW6LIW1187B9966CD,JERRY WALLACE,"Kansas City, MO"
2029,ARVUN5F1187FB4CCC7,Beenie Man Featuring Janet Jackson,"Kingston, Jamaica"
2030,ARG37DA1187B9A47FF,Morgion,Not available
2031,ARANDRM1187B98B446,Wild Horses,Not available
2032,ARZ78EG1187FB4638E,Malefaction,Not available
2033,ARW1WST1187FB384DA,Jope Ruonansuu,Not available
2034,ARUDY181187B9B5F49,Charlie Walker,"Collins County, TX"
2035,AR0WGXC1187B9AAC99,Slum Village,Detroit MI
2036,ARGNQED1241B9C4237,Youves,Not available
2037,AR4IFI31187FB3A953,Cats In Boots,Not available
2038,ARMH10M1187FB4184F,Firehouse,Wisconsin
2039,ARZQPE11187FB40939,The Panic Channel,Not available
2040,ARBXODO1241B9C6C6F,Ismael DueA+-as,Not available
2041,AR1F3IJ1187B9980B4,The Galactic Heroes,Not available
2042,ARLAEJO1187B98DB85,FU-Schnickens,Not available
2043,ARIYFYD1187FB3F0E5,AnanA(c),Not available
2044,AREKZKE11F50C4A7D8,Rocker-T,Wisconsin
2045,ARW2DG51187B9A170F,Ana Popovic,"Belgrade, Yugoslavia"
2046,ARQKXX41187FB4EB0E,Baby D,Not available
